Time,accX,accY,accZ,DT,Hour
1582686000001.0,4.024469375610352,-1.159238,8.687732696533203,2020-02-25 21:00:00.001000-06:00,2020-02-25 21:00
1582686000051.0,4.101724624633789,-0.5747356414794922,8.627723693847656,2020-02-25 21:00:00.051000-06:00,2020-02-25 21:00
1582686000101.0,4.898468017578125,-1.501556396484375,8.818645477294922,2020-02-25 21:00:00.101000-06:00,2020-02-25 21:00
1582686000151.0,5.58580207824707,-1.3217544555664062,9.636001586914062,2020-02-25 21:00:00.151000-06:00,2020-02-25 21:00
1582686000201.0,5.147600173950195,-1.33746337890625,8.651679992675781,2020-02-25 21:00:00.201000-06:00,2020-02-25 21:00
1582686000251.0,4.75665283203125,-1.3925628662109375,11.089340209960938,2020-02-25 21:00:00.251000-06:00,2020-02-25 21:00
1582686000301.0,4.196746826171875,-0.420623779296875,8.113807678222656,2020-02-25 21:00:00.301000-06:00,2020-02-25 21:00
1582686000351.0,4.639076232910156,-2.2348175048828125,9.484832763671875,2020-02-25 21:00:00.351000-06:00,2020-02-25 21:00
1582686000401.0,5.471469879150391,-2.2454757690429688,10.83612060546875,2020-02-25 21:00:00.401000-06:00,2020-02-25 21:00
1582686000451.0,6.710784912109375,-1.747812271118164,8.061912536621094,2020-02-25 21:00:00.451000-06:00,2020-02-25 21:00
1582686000501.0,7.087116241455078,-1.893099308013916,7.796005999999999,2020-02-25 21:00:00.501000-06:00,2020-02-25 21:00
1582686000551.0,6.78312873840332,-2.0599470138549805,8.071487426757812,2020-02-25 21:00:00.551000-06:00,2020-02-25 21:00
1582686000601.0,6.344390869140625,-1.8400402069091797,7.744264602661133,2020-02-25 21:00:00.601000-06:00,2020-02-25 21:00
1582686000651.0,6.102219581604004,-2.0288047790527344,7.489760398864746,2020-02-25 21:00:00.651000-06:00,2020-02-25 21:00
1582686000701.0,6.204015731811523,-2.380464553833008,7.581369161605835,2020-02-25 21:00:00.701000-06:00,2020-02-25 21:00
1582686000751.0,6.063160419464111,-2.4003467559814453,7.715277671813965,2020-02-25 21:00:00.751000-06:00,2020-02-25 21:00
1582686000801.0,5.774263381958008,-2.5055088996887207,7.673835277557373,2020-02-25 21:00:00.801000-06:00,2020-02-25 21:00
1582686000851.0,5.763484001159668,-2.4669413566589355,7.843196868896484,2020-02-25 21:00:00.851000-06:00,2020-02-25 21:00
1582686000901.0,5.801811397075653,-2.505748748779297,7.727734208106995,2020-02-25 21:00:00.901000-06:00,2020-02-25 21:00
1582686000951.0,5.880194664001465,-2.4365439414978027,7.813278794288635,2020-02-25 21:00:00.951000-06:00,2020-02-25 21:00
1582686001001.0,5.988181114196777,-2.495687484741211,7.777081489562988,2020-02-25 21:00:01.001000-06:00,2020-02-25 21:00
1582686001051.0,5.8827223777771,-2.659848213195801,7.681250095367432,2020-02-25 21:00:01.051000-06:00,2020-02-25 21:00
1582686001101.0,5.757813930511475,-2.6444482803344727,7.5197248458862305,2020-02-25 21:00:01.101000-06:00,2020-02-25 21:00
1582686001151.0,5.987104415893555,-2.408252239227295,7.866432189941406,2020-02-25 21:00:01.151000-06:00,2020-02-25 21:00
1582686001201.0,6.060046434402466,-2.420109272003174,7.6829376220703125,2020-02-25 21:00:01.201000-06:00,2020-02-25 21:00
1582686001251.0,6.0044708251953125,-2.346328020095825,7.547712326049805,2020-02-25 21:00:01.251000-06:00,2020-02-25 21:00
1582686001301.0,6.247014999389648,-2.336027145385742,7.667607307434082,2020-02-25 21:00:01.301000-06:00,2020-02-25 21:00
