Time,rotX,rotY,rotZ,DT,Hour
1583281484950.0,-0.0003839999,0.0028477232,-0.00093299965,2020-03-03 18:24:44.950000-06:00,2020-03-03 18:00
1583281484999.0,-0.0003839999,0.00046435510000000004,-0.0004017097,2020-03-03 18:24:44.999000-06:00,2020-03-03 18:00
1583281485050.0,-0.0003839999,-0.0008756481,0.00065635145,2020-03-03 18:24:45.050000-06:00,2020-03-03 18:00
1583281485099.0,-0.0011988785,-0.0022148779,0.00013200007,2020-03-03 18:24:45.099000-06:00,2020-03-03 18:00
1583281485149.0,-0.0014490001,-0.000335,0.0011774544,2020-03-03 18:24:45.149000-06:00,2020-03-03 18:00
1583281485199.0,-0.0011690133,-5.5013224e-05,0.00013200007,2020-03-03 18:24:45.199000-06:00,2020-03-03 18:00
1583281485249.0,-0.0003839999,0.0012842664,0.0006862664599999999,2020-03-03 18:24:45.249000-06:00,2020-03-03 18:00
1583281485299.0,-0.0003839999,0.0026238477,0.0011970000000000001,2020-03-03 18:24:45.299000-06:00,2020-03-03 18:00
1583281485350.0,-0.0014160003,0.0007299999700000001,0.0011310005,2020-03-03 18:24:45.350000-06:00,2020-03-03 18:00
1583281485399.0,-0.0006784664,0.0007299999700000001,-0.00063853315,2020-03-03 18:24:45.399000-06:00,2020-03-03 18:00
1583281485449.0,-0.0014490001,0.0007299999700000001,0.00013200007,2020-03-03 18:24:45.449000-06:00,2020-03-03 18:00
1583281485500.0,-0.0006049846,-0.0001140153,0.00013200007,2020-03-03 18:24:45.500000-06:00,2020-03-03 18:00
1583281485550.0,-0.0003839999,-0.0013009096,0.00013200007,2020-03-03 18:24:45.550000-06:00,2020-03-03 18:00
1583281485599.0,-0.0003839999,0.0007299999700000001,-0.020309586,2020-03-03 18:24:45.599000-06:00,2020-03-03 18:00
1583281485649.0,0.00020036101000000002,0.018260833,-0.19345818,2020-03-03 18:24:45.649000-06:00,2020-03-03 18:00
1583281485700.0,0.028148739,0.10049099,-0.17298488,2020-03-03 18:24:45.700000-06:00,2020-03-03 18:00
1583281485749.0,0.040328808,-0.21786131,-0.30352247,2020-03-03 18:24:45.749000-06:00,2020-03-03 18:00
1583281485800.0,0.22338812,-1.0898725,-1.6251421,2020-03-03 18:24:45.800000-06:00,2020-03-03 18:00
1583281485849.0,1.7792751,-2.2255876,-1.0112804,2020-03-03 18:24:45.849000-06:00,2020-03-03 18:00
1583281485899.0,1.1963193,-3.6440406000000003,0.47423968,2020-03-03 18:24:45.899000-06:00,2020-03-03 18:00
1583281485950.0,-2.2442465,-4.919756,-0.53206754,2020-03-03 18:24:45.950000-06:00,2020-03-03 18:00
1583281485999.0,-0.9603608,-3.6308562999999996,-0.264719,2020-03-03 18:24:45.999000-06:00,2020-03-03 18:00
