Time,proximity,ambient,leanForward,qW,qX,qY,qZ,aX,aY,aZ,power,cal,DT,Hour
1583279281940.0,0.0,0.0,115.29111766815186,0.03189697489142418,0.04774169623851776,0.8433959931135178,-0.5341918915510178,0.04296875,-0.10234379768371582,-0.06796836853027344,0.01845395565032959,3.0,2020-03-03 17:48:01.940000-06:00,2020-03-03 17:00
1583279281990.0,0.0,0.0,115.08802795410156,0.03333739936351776,0.04786376655101776,0.8424560576677322,-0.5356323271989822,-0.00390625,-0.05390632152557373,0.0078125,0.005572497844696045,3.0,2020-03-03 17:48:01.990000-06:00,2020-03-03 17:00
1583279282040.0,0.0,0.0,114.60684776306152,0.037194833159446716,0.05078125,0.8399902433156967,-0.53887939453125,-0.04765653610229492,-0.03671872615814209,0.05078125,0.0125579833984375,3.0,2020-03-03 17:48:02.040000-06:00,2020-03-03 17:00
1583279282090.0,0.0,0.0,114.14739227294922,0.04056397080421448,0.054235830903053284,0.8375976532697678,-0.5420165956020355,-0.010155677795410156,-0.0015621185302734375,-0.03359222412109375,0.02637338638305664,3.0,2020-03-03 17:48:02.090000-06:00,2020-03-03 17:00
1583279282140.0,0.0,0.0,113.36508178710938,0.047228991985321045,0.06170654296875,0.8332886099815369,-0.547192394733429,-0.11874961853027344,0.09843826293945312,0.16171932220458984,0.07755422592163086,3.0,2020-03-03 17:48:02.140000-06:00,2020-03-03 17:00
1583279282190.0,0.0,0.0,111.42213439941406,0.06525886058807373,0.08554697036743164,0.8216308355331421,-0.5594848990440369,0.1437511444091797,-0.18046855926513672,-0.007030487060546875,0.101898193359375,3.0,2020-03-03 17:48:02.190000-06:00,2020-03-03 17:00
1583279282240.0,0.0,0.0,109.09091186523438,0.09099125862121582,0.11497795581817627,0.80633544921875,-0.572705090045929,0.5257812738418579,-0.10702896118164062,-0.20937496423721313,0.40923452377319336,3.0,2020-03-03 17:48:02.240000-06:00,2020-03-03 17:00
1583279282290.0,0.0,0.0,106.53404235839844,0.12697768211364746,0.13875722885131836,0.7891845703125,-0.58428955078125,0.5874996185302734,0.48281192779541016,-0.41015625,0.925506591796875,3.0,2020-03-03 17:48:02.290000-06:00,2020-03-03 17:00
1583279282340.0,0.0,0.0,104.23884296417236,0.16181635856628418,0.17486572265625,0.7693237066268921,-0.592211902141571,0.7953109741210938,0.4968757629394531,-0.7437515258789062,2.3011474609375,3.0,2020-03-03 17:48:02.340000-06:00,2020-03-03 17:00
1583279282390.0,0.0,0.0,104.19242477416992,0.18516850471496582,0.23109126091003418,0.7540527582168579,-0.5857177972793579,0.18281173706054688,-0.009374618530273438,1.1632804870605469,1.5624237060546875,3.0,2020-03-03 17:48:02.390000-06:00,2020-03-03 17:00
1583279282440.0,0.0,0.0,104.160888671875,0.20686030387878418,0.2831054925918579,0.7361938953399658,-0.5785278379917145,-0.038280487060546875,0.271881103515625,1.42889404296875,3.6748714447021484,3.0,2020-03-03 17:48:02.440000-06:00,2020-03-03 17:00
1583279282490.0,0.0,0.0,101.54623413085938,0.26650333404541016,0.27767324447631836,0.72137451171875,-0.5699341297149658,0.8578109741210938,1.6734352111816406,-0.43984413146972656,3.8354530334472656,3.0,2020-03-03 17:48:02.490000-06:00,2020-03-03 17:00
1583279282540.0,0.0,0.0,99.01034545898438,0.39365649223327637,0.1788533478975296,0.73907470703125,-0.51593017578125,1.110025405883789,1.2955741882324219,-0.5319023132324219,3.4523353576660156,3.0,2020-03-03 17:48:02.540000-06:00,2020-03-03 17:00
1583279282590.0,0.0,0.0,96.30685424804688,0.4429931640625,0.18109130859375,0.72259521484375,-0.49884033203125,0.76171875,1.875,0.3828125,4.2423858642578125,3.0,2020-03-03 17:48:02.590000-06:00,2020-03-03 17:00
1583279282640.0,0.0,0.0,88.50485229492188,0.5365357398986816,0.20876479148864746,0.6652710437774658,-0.47336435317993164,1.4562501907348633,1.3460941314697266,-0.6273422241210938,4.735455513000488,3.0,2020-03-03 17:48:02.640000-06:00,2020-03-03 17:00
1583279282690.0,0.0,0.0,83.58305358886719,0.6055421829223633,0.25875234603881836,0.61334228515625,-0.4340331554412842,1.1703147888183594,1.4601554870605469,0.8265647888183594,4.500539779663086,3.0,2020-03-03 17:48:02.690000-06:00,2020-03-03 17:00
1583279282740.0,0.0,0.0,81.59796905517578,0.6512552499771118,0.31763720512390137,0.5705363750457764,-0.38521313667297363,0.916015625,0.9602870941162109,1.5279960632324219,4.4236297607421875,3.0,2020-03-03 17:48:02.740000-06:00,2020-03-03 17:00
1583279282790.0,0.0,0.0,79.97563934326172,0.68426513671875,0.3564453125,0.53472900390625,-0.3447265625,1.86328125,1.3671875,0.76953125,5.933197021484375,3.0,2020-03-03 17:48:02.790000-06:00,2020-03-03 17:00
1583279282840.0,0.0,0.0,76.63764190673828,0.7228149175643921,0.3879760503768921,0.48336172103881836,-0.3046996593475342,2.893749237060547,3.1234378814697266,-0.6031227111816406,18.724891662597656,3.0,2020-03-03 17:48:02.840000-06:00,2020-03-03 17:00
1583279282890.0,0.0,0.0,75.05375671386719,0.744384765625,0.4105590581893921,0.44978034496307373,-0.2731689214706421,3.1875,2.799999952316284,0.2515624761581421,18.063928604125977,3.0,2020-03-03 17:48:02.890000-06:00,2020-03-03 17:00
1583279282940.0,0.0,0.0,74.0182318687439,0.760083019733429,0.4269164800643921,0.42426759004592896,-0.24468994140625,3.15390682220459,2.8804683685302734,0.26249992847442627,18.323126316070557,3.0,2020-03-03 17:48:02.940000-06:00,2020-03-03 17:00
1583279282990.0,0.0,0.0,74.0324764251709,0.765380859375,0.4408813714981079,0.4098876714706421,-0.22735595703125,3.1179676055908203,3.3335952758789062,0.4539070129394531,21.57373046875,3.0,2020-03-03 17:48:02.990000-06:00,2020-03-03 17:00
1583279283040.0,0.0,0.0,74.75011444091797,0.7649658024311066,0.45684814453125,0.39958494901657104,-0.21518558263778687,3.514062464237213,4.369533538818359,1.0437488555908203,32.714508056640625,3.0,2020-03-03 17:48:03.040000-06:00,2020-03-03 17:00
1583279283090.0,0.0,0.0,76.61572265625,0.7587524652481079,0.4845092296600342,0.3862183094024658,-0.19959712028503418,3.4078102111816406,3.53515625,0.7945289611816406,24.9144287109375,3.0,2020-03-03 17:48:03.090000-06:00,2020-03-03 17:00
