Time,rotX,rotY,rotZ,DT,Hour
1582925929934.0,0.40308380126953125,0.39371824264526367,-0.232086181640625,2020-02-28 15:38:49.934000-06:00,2020-02-28 15:00
1582925929984.0,1.0368804931640625,1.3241729736328125,-0.43619823455810547,2020-02-28 15:38:49.984000-06:00,2020-02-28 15:00
1582925930034.0,1.9220695495605469,-0.5440521240234375,1.0233383178710938,2020-02-28 15:38:50.034000-06:00,2020-02-28 15:00
1582925930084.0,3.9167633056640625,-2.5443572998046875,1.546968698501587,2020-02-28 15:38:50.084000-06:00,2020-02-28 15:00
1582925930134.0,2.6775360107421875,-0.560546875,0.08510589599609375,2020-02-28 15:38:50.134000-06:00,2020-02-28 15:00
1582925930184.0,0.5933990478515625,1.10870361328125,0.7958755493164062,2020-02-28 15:38:50.184000-06:00,2020-02-28 15:00
1582925930234.0,0.5685768127441406,0.7077789306640625,0.6654319763183594,2020-02-28 15:38:50.234000-06:00,2020-02-28 15:00
1582925930284.0,0.041133880615234375,0.5372319221496582,0.6158809661865234,2020-02-28 15:38:50.284000-06:00,2020-02-28 15:00
1582925930334.0,0.09316825866699219,0.8727397918701172,0.7710185050964355,2020-02-28 15:38:50.334000-06:00,2020-02-28 15:00
1582925930384.0,1.19110107421875,1.5228500366210938,0.5302486419677734,2020-02-28 15:38:50.384000-06:00,2020-02-28 15:00
1582925930434.0,0.378570556640625,1.5238409042358398,-0.7084579467773438,2020-02-28 15:38:50.434000-06:00,2020-02-28 15:00
1582925930484.0,-1.2592239379882812,0.41252899169921875,-0.7603321075439453,2020-02-28 15:38:50.484000-06:00,2020-02-28 15:00
1582925930534.0,-1.1226692199707031,-0.7049674987792969,-0.7204337120056152,2020-02-28 15:38:50.534000-06:00,2020-02-28 15:00
1582925930584.0,-1.7606964111328125,-3.1922149658203125,-2.0223617553710938,2020-02-28 15:38:50.584000-06:00,2020-02-28 15:00
1582925930634.0,-5.462158203125,-6.8253021240234375,-2.263193130493164,2020-02-28 15:38:50.634000-06:00,2020-02-28 15:00
1582925930684.0,-5.0476226806640625,-7.123668670654297,-2.158531665802002,2020-02-28 15:38:50.684000-06:00,2020-02-28 15:00
1582925930734.0,-5.198978424072266,-4.7653961181640625,-1.8901405334472656,2020-02-28 15:38:50.734000-06:00,2020-02-28 15:00
1582925930784.0,-6.038566589355469,-3.7009849548339844,-0.82452392578125,2020-02-28 15:38:50.784000-06:00,2020-02-28 15:00
1582925930834.0,-4.4718780517578125,-1.6862030029296875,0.053516387939453125,2020-02-28 15:38:50.834000-06:00,2020-02-28 15:00
1582925930884.0,1.048126220703125,-0.6890087127685547,-0.24225234985351562,2020-02-28 15:38:50.884000-06:00,2020-02-28 15:00
1582925930934.0,0.8249053955078125,-0.05010986328125,0.2869453430175781,2020-02-28 15:38:50.934000-06:00,2020-02-28 15:00
1582925930984.0,0.16399669647216797,0.831878662109375,0.590303897857666,2020-02-28 15:38:50.984000-06:00,2020-02-28 15:00
1582925931034.0,0.0857839584350586,0.3479766845703125,0.9527473449707031,2020-02-28 15:38:51.034000-06:00,2020-02-28 15:00
1582925931084.0,-0.10607624053955078,-0.48683929443359375,1.3045520782470703,2020-02-28 15:38:51.084000-06:00,2020-02-28 15:00
1582925931134.0,-0.3012380599975586,-1.6878662109375,0.46994781494140625,2020-02-28 15:38:51.134000-06:00,2020-02-28 15:00
1582925931184.0,-0.011188507080078125,-0.8372116088867188,0.4195728302001953,2020-02-28 15:38:51.184000-06:00,2020-02-28 15:00
1582925931234.0,0.7788810729980469,0.6710281372070312,0.4096717834472656,2020-02-28 15:38:51.234000-06:00,2020-02-28 15:00
1582925931284.0,1.0729212760925293,0.8004035949707031,0.2928657531738281,2020-02-28 15:38:51.284000-06:00,2020-02-28 15:00
1582925931334.0,1.5827064514160156,0.6154241561889648,0.07218074798583984,2020-02-28 15:38:51.334000-06:00,2020-02-28 15:00
1582925931384.0,1.3682727813720703,0.5450448989868164,0.2627105712890625,2020-02-28 15:38:51.384000-06:00,2020-02-28 15:00
1582925931434.0,0.9688758850097656,0.15370750427246094,0.39624452590942383,2020-02-28 15:38:51.434000-06:00,2020-02-28 15:00
1582925931484.0,0.3547821044921875,-0.32376861572265625,0.5246734619140625,2020-02-28 15:38:51.484000-06:00,2020-02-28 15:00
1582925931534.0,0.07015180587768555,-0.4796721935272217,0.535294771194458,2020-02-28 15:38:51.534000-06:00,2020-02-28 15:00
1582925931584.0,-0.20608139038085938,-0.8900489807128906,0.37299633026123047,2020-02-28 15:38:51.584000-06:00,2020-02-28 15:00
1582925931634.0,-0.24247455596923828,-1.473236083984375,-0.102630615234375,2020-02-28 15:38:51.634000-06:00,2020-02-28 15:00
1582925931684.0,0.16859817504882812,-1.6335697770118713,-0.31621456146240234,2020-02-28 15:38:51.684000-06:00,2020-02-28 15:00
