Time,accX,accY,accZ,DT,Hour
1583287200012.0,-2.7670586,-6.1377754,6.544816,2020-03-03 20:00:00.012000-06:00,2020-03-03 20:00
1583287200062.0,-2.870803,-4.5158467,7.6333885,2020-03-03 20:00:00.062000-06:00,2020-03-03 20:00
1583287200113.0,-2.8135168999999998,-5.564814,7.469728999999999,2020-03-03 20:00:00.113000-06:00,2020-03-03 20:00
1583287200163.0,-2.5949264,-6.859796,6.7418647,2020-03-03 20:00:00.163000-06:00,2020-03-03 20:00
1583287200213.0,-2.750365,-6.9158645000000005,6.3332205,2020-03-03 20:00:00.213000-06:00,2020-03-03 20:00
1583287200263.0,-2.999917,-6.065384,6.014435,2020-03-03 20:00:00.263000-06:00,2020-03-03 20:00
1583287200313.0,-2.5612717000000003,-8.597529,3.6847142999999996,2020-03-03 20:00:00.313000-06:00,2020-03-03 20:00
1583287200363.0,-2.6953058,-8.833991000000001,2.837361,2020-03-03 20:00:00.363000-06:00,2020-03-03 20:00
1583287200413.0,-2.933272,-7.069864999999999,2.7206650000000003,2020-03-03 20:00:00.413000-06:00,2020-03-03 20:00
1583287200463.0,-2.4218106,-11.778594,-1.9614284,2020-03-03 20:00:00.463000-06:00,2020-03-03 20:00
1583287200513.0,-2.2369797,-11.287716,-1.9189247,2020-03-03 20:00:00.513000-06:00,2020-03-03 20:00
1583287200562.0,-2.286505,-7.250138000000001,3.4384690000000004,2020-03-03 20:00:00.562000-06:00,2020-03-03 20:00
1583287200612.0,-2.656072,-5.612813,7.6215,2020-03-03 20:00:00.612000-06:00,2020-03-03 20:00
1583287200662.0,-3.1200206,-5.4438705,8.253025,2020-03-03 20:00:00.662000-06:00,2020-03-03 20:00
1583287200712.0,-3.4229053999999994,-4.2756186,8.482594,2020-03-03 20:00:00.712000-06:00,2020-03-03 20:00
1583287200763.0,-3.2589314,-3.4240701000000002,8.400267999999999,2020-03-03 20:00:00.763000-06:00,2020-03-03 20:00
1583287200813.0,-3.197698,-3.4631642999999994,7.8743495999999995,2020-03-03 20:00:00.813000-06:00,2020-03-03 20:00
1583287200863.0,-3.0983330000000002,-2.0234098,8.482286,2020-03-03 20:00:00.863000-06:00,2020-03-03 20:00
1583287200912.0,-2.8808792000000003,-1.88277,8.150196000000001,2020-03-03 20:00:00.912000-06:00,2020-03-03 20:00
1583287200962.0,-3.0401912,-3.576774,8.44675,2020-03-03 20:00:00.962000-06:00,2020-03-03 20:00
1583287201012.0,-3.3836825,-4.738333,8.302321000000001,2020-03-03 20:00:01.012000-06:00,2020-03-03 20:00
1583287201062.0,-3.6430972,-4.138669,8.574745,2020-03-03 20:00:01.062000-06:00,2020-03-03 20:00
1583287201112.0,-3.7903404000000003,-4.102899,8.31612,2020-03-03 20:00:01.112000-06:00,2020-03-03 20:00
1583287201162.0,-3.4951746,-2.762156,8.999416,2020-03-03 20:00:01.162000-06:00,2020-03-03 20:00
1583287201213.0,-3.2748267999999996,-2.215321,8.83036,2020-03-03 20:00:01.213000-06:00,2020-03-03 20:00
1583287201262.0,-3.4314519999999997,-2.0277436,8.9845085,2020-03-03 20:00:01.262000-06:00,2020-03-03 20:00
1583287201312.0,-3.210243,-2.0103953000000003,8.6339445,2020-03-03 20:00:01.312000-06:00,2020-03-03 20:00
1583287201362.0,-3.050188,-1.8364763,8.719559,2020-03-03 20:00:01.362000-06:00,2020-03-03 20:00
1583287201413.0,-2.9367476000000003,-2.5917366000000004,8.878834,2020-03-03 20:00:01.413000-06:00,2020-03-03 20:00
1583287201462.0,-2.6784945,-2.1366248,9.556549,2020-03-03 20:00:01.462000-06:00,2020-03-03 20:00
1583287201513.0,-2.4114285,-1.154505,9.923122,2020-03-03 20:00:01.513000-06:00,2020-03-03 20:00
1583287201562.0,-2.417663,-2.2552872,9.247061,2020-03-03 20:00:01.562000-06:00,2020-03-03 20:00
1583287201612.0,-2.4013082999999997,-1.9022637999999998,9.235961,2020-03-03 20:00:01.612000-06:00,2020-03-03 20:00
1583287201662.0,-2.2170794,-4.594911,6.624228,2020-03-03 20:00:01.662000-06:00,2020-03-03 20:00
1583287201712.0,-2.606657,-9.679077000000001,5.825617299999999,2020-03-03 20:00:01.712000-06:00,2020-03-03 20:00
1583287201763.0,-4.1586804,-10.029705,4.2672099999999995,2020-03-03 20:00:01.763000-06:00,2020-03-03 20:00
1583287201812.0,-5.4103384000000005,-13.764118,2.631453,2020-03-03 20:00:01.812000-06:00,2020-03-03 20:00
1583287201863.0,-5.960525,-11.925295,3.5785415,2020-03-03 20:00:01.863000-06:00,2020-03-03 20:00
1583287201913.0,-5.7205453,-9.408078,3.3244260000000003,2020-03-03 20:00:01.913000-06:00,2020-03-03 20:00
1583287201962.0,-5.4580054,-5.138321400000001,4.1251125,2020-03-03 20:00:01.962000-06:00,2020-03-03 20:00
1583287202013.0,-5.117466,-3.4754832,4.0125356,2020-03-03 20:00:02.013000-06:00,2020-03-03 20:00
1583287202063.0,-5.228088,-2.4457798,3.8148503,2020-03-03 20:00:02.063000-06:00,2020-03-03 20:00
1583287202112.0,-5.61596,-1.9171735,3.7186767999999994,2020-03-03 20:00:02.112000-06:00,2020-03-03 20:00
1583287202163.0,-6.9470496,-2.0286223999999997,3.3562284,2020-03-03 20:00:02.163000-06:00,2020-03-03 20:00
1583287202213.0,-7.5843286999999995,-2.2258603999999997,3.4904919999999997,2020-03-03 20:00:02.213000-06:00,2020-03-03 20:00
1583287202262.0,-7.830913000000001,-2.6952648,3.2503695,2020-03-03 20:00:02.262000-06:00,2020-03-03 20:00
1583287202313.0,-7.623442,-2.205756,3.6530237000000003,2020-03-03 20:00:02.313000-06:00,2020-03-03 20:00
