Time,rotX,rotY,rotZ,DT,Hour
1583287200012.0,2.4233606,0.13998210000000003,-0.033980113,2020-03-03 20:00:00.012000-06:00,2020-03-03 20:00
1583287200062.0,1.3387612,0.04805221,0.011540631,2020-03-03 20:00:00.062000-06:00,2020-03-03 20:00
1583287200113.0,-1.3506393,-0.010886347,0.032700595,2020-03-03 20:00:00.113000-06:00,2020-03-03 20:00
1583287200163.0,-1.4787953999999999,0.02042562,-0.03306383,2020-03-03 20:00:00.163000-06:00,2020-03-03 20:00
1583287200213.0,-0.5183819000000001,0.080134675,-0.07098521,2020-03-03 20:00:00.213000-06:00,2020-03-03 20:00
1583287200263.0,-1.8477012,-0.01784581,0.013593888,2020-03-03 20:00:00.263000-06:00,2020-03-03 20:00
1583287200313.0,-3.3137237999999996,-0.022786811,0.047984913,2020-03-03 20:00:00.313000-06:00,2020-03-03 20:00
1583287200363.0,-1.5245187,-0.03153408,-0.0596275,2020-03-03 20:00:00.363000-06:00,2020-03-03 20:00
1583287200413.0,-3.4400747000000003,-0.12942214,-0.09271152,2020-03-03 20:00:00.413000-06:00,2020-03-03 20:00
1583287200463.0,-4.2644134000000005,-0.05780418,-0.13711217,2020-03-03 20:00:00.463000-06:00,2020-03-03 20:00
1583287200513.0,2.5399933,0.06424416599999999,-0.16296087,2020-03-03 20:00:00.513000-06:00,2020-03-03 20:00
1583287200562.0,6.5262704000000005,0.109010175,0.06221619,2020-03-03 20:00:00.562000-06:00,2020-03-03 20:00
1583287200612.0,5.4700823,0.33188564,0.16884495,2020-03-03 20:00:00.612000-06:00,2020-03-03 20:00
1583287200662.0,4.729202,0.5235264000000001,0.09767784,2020-03-03 20:00:00.662000-06:00,2020-03-03 20:00
1583287200712.0,3.061201,0.40330333,-0.025448052000000002,2020-03-03 20:00:00.712000-06:00,2020-03-03 20:00
1583287200763.0,1.7117593999999998,0.2485374,-0.0005135698999999999,2020-03-03 20:00:00.763000-06:00,2020-03-03 20:00
1583287200813.0,1.1727433999999999,0.15225707,0.1985326,2020-03-03 20:00:00.813000-06:00,2020-03-03 20:00
1583287200863.0,0.43228984,-0.0018774306,0.25290525,2020-03-03 20:00:00.863000-06:00,2020-03-03 20:00
1583287200912.0,-0.78886515,-0.11654878,0.053247425999999994,2020-03-03 20:00:00.912000-06:00,2020-03-03 20:00
1583287200962.0,-1.0398691999999998,-0.028721621,-0.10952739,2020-03-03 20:00:00.962000-06:00,2020-03-03 20:00
1583287201012.0,-0.55508035,0.011390041000000002,0.025657813999999998,2020-03-03 20:00:01.012000-06:00,2020-03-03 20:00
1583287201062.0,0.5438695,0.0015575031,0.08895247,2020-03-03 20:00:01.062000-06:00,2020-03-03 20:00
1583287201112.0,0.96321124,-0.067857824,0.048779413,2020-03-03 20:00:01.112000-06:00,2020-03-03 20:00
1583287201163.0,0.99889475,-0.2283895,0.15120083,2020-03-03 20:00:01.163000-06:00,2020-03-03 20:00
1583287201212.0,0.37511426,-0.2152735,0.17494571,2020-03-03 20:00:01.212000-06:00,2020-03-03 20:00
1583287201262.0,0.13350295,-0.07761875,0.08910618,2020-03-03 20:00:01.262000-06:00,2020-03-03 20:00
1583287201312.0,-0.02031415,-0.08870505,0.07077228,2020-03-03 20:00:01.312000-06:00,2020-03-03 20:00
1583287201362.0,-0.10014909,-0.18465748,0.028823902999999998,2020-03-03 20:00:01.362000-06:00,2020-03-03 20:00
1583287201413.0,-0.17254151,-0.23501684,0.020718012,2020-03-03 20:00:01.413000-06:00,2020-03-03 20:00
1583287201462.0,-0.29597184,-0.24563086,0.092599526,2020-03-03 20:00:01.462000-06:00,2020-03-03 20:00
1583287201513.0,-0.3817316,-0.16524479,-0.047302697000000005,2020-03-03 20:00:01.513000-06:00,2020-03-03 20:00
1583287201562.0,-0.9894685,-0.060656454000000005,-0.3022331,2020-03-03 20:00:01.562000-06:00,2020-03-03 20:00
1583287201612.0,-1.985581,0.02144456,-0.38498244,2020-03-03 20:00:01.612000-06:00,2020-03-03 20:00
1583287201662.0,-4.469628,0.09223911,-0.2589528,2020-03-03 20:00:01.662000-06:00,2020-03-03 20:00
1583287201713.0,-4.4528823,0.4057094,-0.17183018,2020-03-03 20:00:01.713000-06:00,2020-03-03 20:00
1583287201763.0,-2.9896279999999997,0.6536810000000001,0.16766696,2020-03-03 20:00:01.763000-06:00,2020-03-03 20:00
1583287201812.0,-1.6898843000000001,0.5705416,0.87998855,2020-03-03 20:00:01.812000-06:00,2020-03-03 20:00
1583287201862.0,0.3684847,0.2601812,1.8940583,2020-03-03 20:00:01.862000-06:00,2020-03-03 20:00
1583287201913.0,0.5721630999999999,0.044368725,2.8394125,2020-03-03 20:00:01.913000-06:00,2020-03-03 20:00
1583287201963.0,0.7822279999999999,0.07025392,3.095555,2020-03-03 20:00:01.963000-06:00,2020-03-03 20:00
1583287202013.0,0.27629974,0.13692819,2.8760138,2020-03-03 20:00:02.013000-06:00,2020-03-03 20:00
1583287202063.0,0.099124715,0.1521104,2.325191,2020-03-03 20:00:02.063000-06:00,2020-03-03 20:00
1583287202113.0,0.03179357,0.15908802,1.6465883999999997,2020-03-03 20:00:02.113000-06:00,2020-03-03 20:00
1583287202163.0,-0.08599394,0.16332103,0.93085575,2020-03-03 20:00:02.163000-06:00,2020-03-03 20:00
1583287202212.0,-0.1825932,0.16291372,0.4749144,2020-03-03 20:00:02.212000-06:00,2020-03-03 20:00
1583287202263.0,-0.47639970000000004,0.14342906,0.27719656,2020-03-03 20:00:02.263000-06:00,2020-03-03 20:00
1583287202313.0,-0.4258558,0.12459824,0.07269165,2020-03-03 20:00:02.313000-06:00,2020-03-03 20:00
1583287202363.0,-0.4120028,0.12360355,-0.24842311,2020-03-03 20:00:02.363000-06:00,2020-03-03 20:00
1583287202412.0,-0.3823969,0.17029636,-0.9309301,2020-03-03 20:00:02.412000-06:00,2020-03-03 20:00
1583287202463.0,-0.29968554,0.13554879999999997,-2.0412943,2020-03-03 20:00:02.463000-06:00,2020-03-03 20:00
1583287202512.0,-0.11231129599999999,0.17046946,-3.3488383,2020-03-03 20:00:02.512000-06:00,2020-03-03 20:00
1583287202562.0,-0.6775314,0.09833703,-4.418872400000001,2020-03-03 20:00:02.562000-06:00,2020-03-03 20:00
1583287202612.0,-1.6030668,0.16114379999999998,-4.789319,2020-03-03 20:00:02.612000-06:00,2020-03-03 20:00
1583287202663.0,-2.1499127999999996,0.20759343,-4.2761335,2020-03-03 20:00:02.663000-06:00,2020-03-03 20:00
1583287202713.0,-2.6538236,0.13242199,-3.2166877,2020-03-03 20:00:02.713000-06:00,2020-03-03 20:00
1583287202762.0,-1.8301439999999998,0.08024601,-2.2790517999999995,2020-03-03 20:00:02.762000-06:00,2020-03-03 20:00
1583287202813.0,-1.7074945,0.013358238,-1.6030965,2020-03-03 20:00:02.813000-06:00,2020-03-03 20:00
1583287202862.0,-0.100930616,-0.043036025,-0.36905706,2020-03-03 20:00:02.862000-06:00,2020-03-03 20:00
1583287202912.0,0.71545655,-0.12584028,-0.17771834,2020-03-03 20:00:02.912000-06:00,2020-03-03 20:00
1583287202962.0,0.21335007,0.056434806,-0.6221701,2020-03-03 20:00:02.962000-06:00,2020-03-03 20:00
1583287203013.0,0.30597228,0.17759047,-0.546705,2020-03-03 20:00:03.013000-06:00,2020-03-03 20:00
1583287203063.0,0.83118993,0.1141019,-0.15598097,2020-03-03 20:00:03.063000-06:00,2020-03-03 20:00
1583287203112.0,0.5033872,0.020215265,0.009278030999999999,2020-03-03 20:00:03.112000-06:00,2020-03-03 20:00
1583287203162.0,0.18187201,0.021963522000000003,-0.09474605,2020-03-03 20:00:03.162000-06:00,2020-03-03 20:00
1583287203213.0,-0.03892141,0.0073662065,-0.07833588,2020-03-03 20:00:03.213000-06:00,2020-03-03 20:00
1583287203262.0,-0.009720012,-0.010628188,0.026547248,2020-03-03 20:00:03.262000-06:00,2020-03-03 20:00
1583287203313.0,0.06562333599999999,0.013760447,0.026722396000000002,2020-03-03 20:00:03.313000-06:00,2020-03-03 20:00
1583287203363.0,-0.09742064,0.0021112363,0.048212572999999995,2020-03-03 20:00:03.363000-06:00,2020-03-03 20:00
1583287203412.0,-0.10859833,0.008711026,0.043216813,2020-03-03 20:00:03.412000-06:00,2020-03-03 20:00
1583287203463.0,-0.15175970000000003,0.007489863,-0.015902488,2020-03-03 20:00:03.463000-06:00,2020-03-03 20:00
1583287203512.0,0.0035679431,-0.0031753309999999996,-0.026190465,2020-03-03 20:00:03.512000-06:00,2020-03-03 20:00
1583287203562.0,0.037477482,0.001724372,-0.011050901,2020-03-03 20:00:03.562000-06:00,2020-03-03 20:00
1583287203613.0,0.005729093,0.0056269476,-0.010892226999999999,2020-03-03 20:00:03.613000-06:00,2020-03-03 20:00
1583287203662.0,0.047281563,0.01606008,-0.025510905,2020-03-03 20:00:03.662000-06:00,2020-03-03 20:00
1583287203712.0,0.06862754,0.01598278,-0.04886566,2020-03-03 20:00:03.712000-06:00,2020-03-03 20:00
1583287203763.0,0.10370217,0.013584798,-0.042424385,2020-03-03 20:00:03.763000-06:00,2020-03-03 20:00
1583287203812.0,0.030421822999999997,0.006186138000000001,-0.015077613,2020-03-03 20:00:03.812000-06:00,2020-03-03 20:00
