Time,accX,accY,accZ,DT,Hour
1582686000016.0,4.130471,-1.159238,8.991361,2020-02-25 21:00:00.016000-06:00,2020-02-25 21:00
1582686000035.0,4.140053,-0.747212,8.926682000000001,2020-02-25 21:00:00.035000-06:00,2020-02-25 21:00
1582686000055.0,4.092143,-0.531617,8.552984,2020-02-25 21:00:00.055000-06:00,2020-02-25 21:00
1582686000075.0,4.187963,-0.8406365,8.543402,2020-02-25 21:00:00.075000-06:00,2020-02-25 21:00
1582686000095.0,4.746114700000001,-1.441907,8.838049,2020-02-25 21:00:00.095000-06:00,2020-02-25 21:00
1582686000115.0,5.2539606,-1.6407334999999998,8.77337,2020-02-25 21:00:00.115000-06:00,2020-02-25 21:00
1582686000135.0,5.4647646,-1.6646884999999998,9.151859,2020-02-25 21:00:00.135000-06:00,2020-02-25 21:00
1582686000154.0,5.6084943,-1.2574534,9.726778999999999,2020-02-25 21:00:00.154000-06:00,2020-02-25 21:00
1582686000176.0,5.32343,-0.996344,9.424946,2020-02-25 21:00:00.176000-06:00,2020-02-25 21:00
1582686000194.0,5.117417,-1.0993505,8.842839,2020-02-25 21:00:00.194000-06:00,2020-02-25 21:00
1582686000214.0,5.203655,-1.7796724999999998,8.296664999999999,2020-02-25 21:00:00.214000-06:00,2020-02-25 21:00
1582686000235.0,5.297079599999999,-2.7474543999999996,10.110059,2020-02-25 21:00:00.235000-06:00,2020-02-25 21:00
1582686000255.0,4.6215487,-1.053836,11.33416,2020-02-25 21:00:00.255000-06:00,2020-02-25 21:00
1582686000275.0,4.0705833,-0.938852,9.801039999999999,2020-02-25 21:00:00.275000-06:00,2020-02-25 21:00
1582686000294.0,4.290969400000001,-0.5172439999999999,8.344576,2020-02-25 21:00:00.294000-06:00,2020-02-25 21:00
1582686000315.0,4.008300299999999,-0.22738850000000002,7.652276,2020-02-25 21:00:00.315000-06:00,2020-02-25 21:00
1582686000335.0,4.298156,-1.5832415000000002,8.258338,2020-02-25 21:00:00.335000-06:00,2020-02-25 21:00
1582686000354.0,4.7029953,-2.3569880000000003,9.714802,2020-02-25 21:00:00.354000-06:00,2020-02-25 21:00
1582686000375.0,4.8898444,-2.610911,10.780799,2020-02-25 21:00:00.375000-06:00,2020-02-25 21:00
1582686000394.0,5.3976903,-2.4743676,11.183243,2020-02-25 21:00:00.394000-06:00,2020-02-25 21:00
1582686000414.0,5.6084943,-1.820396,10.191506,2020-02-25 21:00:00.414000-06:00,2020-02-25 21:00
1582686000434.0,6.142691,-1.7030165000000002,8.672759,2020-02-25 21:00:00.434000-06:00,2020-02-25 21:00
1582686000454.0,6.8110356,-1.7557174999999998,7.954109,2020-02-25 21:00:00.454000-06:00,2020-02-25 21:00
1582686000474.0,7.153592,-1.6982255000000002,7.860684399999999,2020-02-25 21:00:00.474000-06:00,2020-02-25 21:00
1582686000494.0,7.1751513,-1.9090295,7.796005999999999,2020-02-25 21:00:00.494000-06:00,2020-02-25 21:00
1582686000514.0,6.923624,-1.8635150000000003,7.796005999999999,2020-02-25 21:00:00.514000-06:00,2020-02-25 21:00
1582686000534.0,6.842177,-1.9784990000000002,7.949317999999999,2020-02-25 21:00:00.534000-06:00,2020-02-25 21:00
1582686000554.0,6.7727075,-2.074319,8.093048,2020-02-25 21:00:00.554000-06:00,2020-02-25 21:00
1582686000574.0,6.6289773,-2.064737,8.011600999999999,2020-02-25 21:00:00.574000-06:00,2020-02-25 21:00
1582686000593.0,6.432546599999999,-1.8946565,7.819961,2020-02-25 21:00:00.593000-06:00,2020-02-25 21:00
1582686000613.0,6.2121606,-1.758113,7.6307163000000005,2020-02-25 21:00:00.613000-06:00,2020-02-25 21:00
1582686000634.0,6.063639599999999,-1.74374,7.513337,2020-02-25 21:00:00.634000-06:00,2020-02-25 21:00
1582686000653.0,6.106758599999999,-2.0623415,7.4869866,2020-02-25 21:00:00.653000-06:00,2020-02-25 21:00
1582686000673.0,6.1834145,-2.3593836,7.518128,2020-02-25 21:00:00.673000-06:00,2020-02-25 21:00
1582686000693.0,6.23372,-2.4120846,7.570828999999999,2020-02-25 21:00:00.693000-06:00,2020-02-25 21:00
1582686000713.0,6.1594596,-2.3330330000000004,7.597179400000001,2020-02-25 21:00:00.713000-06:00,2020-02-25 21:00
1582686000733.0,6.101967299999999,-2.3378240000000003,7.657067,2020-02-25 21:00:00.733000-06:00,2020-02-25 21:00
1582686000753.0,6.0588484000000005,-2.4072936,7.7217455,2020-02-25 21:00:00.753000-06:00,2020-02-25 21:00
1582686000773.0,5.912723000000001,-2.4552035,7.728932,2020-02-25 21:00:00.773000-06:00,2020-02-25 21:00
1582686000793.0,5.8097167,-2.491136,7.688208599999999,2020-02-25 21:00:00.793000-06:00,2020-02-25 21:00
1582686000813.0,5.721083,-2.5270686,7.652276,2020-02-25 21:00:00.813000-06:00,2020-02-25 21:00
1582686000833.0,5.692337,-2.5079045,7.728932,2020-02-25 21:00:00.833000-06:00,2020-02-25 21:00
1582686000853.0,5.7713885000000005,-2.46239,7.8558936,2020-02-25 21:00:00.853000-06:00,2020-02-25 21:00
1582686000873.0,5.812112,-2.495927,7.784028500000001,2020-02-25 21:00:00.873000-06:00,2020-02-25 21:00
1582686000895.0,5.80253,-2.500718,7.724141,2020-02-25 21:00:00.895000-06:00,2020-02-25 21:00
1582686000915.0,5.8001347,-2.5174866000000002,7.7361183,2020-02-25 21:00:00.915000-06:00,2020-02-25 21:00
1582686000935.0,5.821694,-2.4647856,7.803192599999999,2020-02-25 21:00:00.935000-06:00,2020-02-25 21:00
1582686000954.0,5.8911633000000005,-2.4312484,7.815169999999999,2020-02-25 21:00:00.954000-06:00,2020-02-25 21:00
1582686000975.0,5.9941699999999996,-2.500718,7.822356699999999,2020-02-25 21:00:00.975000-06:00,2020-02-25 21:00
1582686000995.0,5.984588,-2.471972,7.8079834,2020-02-25 21:00:00.995000-06:00,2020-02-25 21:00
1582686001015.0,5.996565299999999,-2.5510235,7.704977,2020-02-25 21:00:01.015000-06:00,2020-02-25 21:00
1582686001034.0,5.907932,-2.5725830000000003,7.7025814,2020-02-25 21:00:01.034000-06:00,2020-02-25 21:00
1582686001055.0,5.8767905,-2.6803806,7.676231,2020-02-25 21:00:01.055000-06:00,2020-02-25 21:00
1582686001075.0,5.845649,-2.721104,7.542083,2020-02-25 21:00:01.075000-06:00,2020-02-25 21:00
1582686001094.0,5.75462,-2.6755896,7.5013595,2020-02-25 21:00:01.094000-06:00,2020-02-25 21:00
1582686001115.0,5.764202,-2.5821650000000003,7.556456,2020-02-25 21:00:01.115000-06:00,2020-02-25 21:00
1582686001134.0,5.879186,-2.4408305,7.7361183,2020-02-25 21:00:01.134000-06:00,2020-02-25 21:00
1582686001154.0,6.006147400000001,-2.4025025,7.8894305,2020-02-25 21:00:01.154000-06:00,2020-02-25 21:00
1582686001175.0,6.101967299999999,-2.4504125,7.887035000000001,2020-02-25 21:00:01.175000-06:00,2020-02-25 21:00
1582686001194.0,6.0684304000000004,-2.4360394,7.7600737,2020-02-25 21:00:01.194000-06:00,2020-02-25 21:00
1582686001214.0,6.044475599999999,-2.390525,7.539687599999999,2020-02-25 21:00:01.214000-06:00,2020-02-25 21:00
