minute,active,reliability
2020-02-25 20:04:20.451000-06:00,1,0.8666666666666667
2020-02-25 20:05:20.451000-06:00,1,0.4
2020-02-25 20:06:20.451000-06:00,1,0.041666666666666664
2020-02-25 20:12:20.451000-06:00,1,0.9924999999999999
2020-02-25 20:13:20.451000-06:00,1,0.9975
2020-02-25 20:14:20.451000-06:00,1,0.9933333333333334
2020-02-25 20:15:20.451000-06:00,1,0.9966666666666666
2020-02-25 20:16:20.451000-06:00,1,0.9966666666666666
2020-02-25 20:17:20.451000-06:00,1,0.9991666666666668
2020-02-25 20:18:20.451000-06:00,1,0.9966666666666666
2020-02-25 20:19:20.451000-06:00,1,1.0
2020-02-25 20:20:20.451000-06:00,1,0.9958333333333333
2020-02-25 20:21:20.451000-06:00,1,0.9925
2020-02-25 20:22:20.451000-06:00,1,0.995
2020-02-25 20:23:20.451000-06:00,1,0.9983333333333333
2020-02-25 20:24:20.451000-06:00,1,1.0
2020-02-25 20:25:20.451000-06:00,1,0.9941666666666668
2020-02-25 20:26:20.451000-06:00,1,1.0
2020-02-25 20:27:20.451000-06:00,1,1.0
2020-02-25 20:28:20.451000-06:00,1,1.0
2020-02-25 20:29:20.451000-06:00,1,1.0
2020-02-25 20:30:20.451000-06:00,1,0.9991666666666668
2020-02-25 20:31:20.451000-06:00,1,1.0
2020-02-25 20:32:20.451000-06:00,1,1.0
2020-02-25 20:33:20.451000-06:00,1,1.0
2020-02-25 20:34:20.451000-06:00,1,1.0
2020-02-25 20:35:20.451000-06:00,1,0.9975
2020-02-25 20:36:20.451000-06:00,1,1.0
2020-02-25 20:37:20.451000-06:00,1,1.0
2020-02-25 20:38:20.451000-06:00,1,1.0
2020-02-25 20:39:20.451000-06:00,1,1.0
2020-02-25 20:40:20.451000-06:00,1,1.0
2020-02-25 20:41:20.451000-06:00,1,1.0
2020-02-25 20:42:20.451000-06:00,1,1.0
2020-02-25 20:43:20.451000-06:00,1,1.0
2020-02-25 20:44:20.451000-06:00,1,1.0
2020-02-25 20:45:20.451000-06:00,1,1.0
2020-02-25 20:46:20.451000-06:00,1,1.0
2020-02-25 20:47:20.451000-06:00,1,1.0
2020-02-25 20:48:20.451000-06:00,1,1.0
2020-02-25 20:49:20.451000-06:00,1,1.0
2020-02-25 20:50:20.451000-06:00,1,1.0
2020-02-25 20:51:20.451000-06:00,1,0.9958333333333333
2020-02-25 20:52:20.451000-06:00,1,1.0
2020-02-25 20:53:20.451000-06:00,1,1.0
2020-02-25 20:54:20.451000-06:00,1,1.0
2020-02-25 20:55:20.451000-06:00,1,1.0
2020-02-25 20:56:20.451000-06:00,1,1.0
2020-02-25 20:57:20.451000-06:00,1,1.0
2020-02-25 20:58:20.451000-06:00,1,1.0
2020-02-25 20:59:20.451000-06:00,1,1.0
2020-02-25 21:00:20.451000-06:00,1,1.0
2020-02-25 21:01:20.451000-06:00,1,1.0
2020-02-25 21:02:20.451000-06:00,1,1.0
2020-02-25 21:03:20.451000-06:00,1,1.0
2020-02-25 21:04:20.451000-06:00,1,1.0
2020-02-25 21:05:20.451000-06:00,1,1.0
2020-02-25 21:06:20.451000-06:00,1,1.0
2020-02-25 21:07:20.451000-06:00,1,1.0
2020-02-25 21:08:20.451000-06:00,1,1.0
2020-02-25 21:09:20.451000-06:00,1,1.0
2020-02-25 21:10:20.451000-06:00,1,0.745
2020-02-25 21:12:20.451000-06:00,1,0.4083333333333333
2020-02-25 21:13:20.451000-06:00,1,0.9924999999999999
2020-02-25 21:14:20.451000-06:00,1,0.9975
2020-02-25 21:15:20.451000-06:00,1,0.9983333333333333
2020-02-25 21:16:20.451000-06:00,1,0.9958333333333333
2020-02-25 21:17:20.451000-06:00,1,0.9966666666666666
2020-02-25 21:18:20.451000-06:00,1,0.9975
2020-02-25 21:19:20.451000-06:00,1,0.9941666666666666
2020-02-25 21:20:20.451000-06:00,1,0.9966666666666666
2020-02-25 21:21:20.451000-06:00,1,0.9991666666666668
2020-02-25 21:22:20.451000-06:00,1,0.9933333333333333
2020-02-25 21:23:20.451000-06:00,1,0.9958333333333333
2020-02-25 21:24:20.451000-06:00,1,0.9975
2020-02-25 21:25:20.451000-06:00,1,0.5475
2020-02-25 21:36:20.451000-06:00,1,0.32583333333333336
2020-02-25 21:37:20.451000-06:00,1,0.9916666666666667
